Date,Company Id,Expenditure(In lakhs),Profit (In lakhs),Employee salary and benefits (In lakhs),liabilities (In lakhs),R and D expenses (In lakhs),CSR (In lakhs),Employees,Location,Taxes (In lakhs)
2001-02-01,1,145.255554,274.6464,10.125,14.5532563539135,8.6936,0.463318684070358,20,hyderabad,38.8172538
2001-03-01,1,148.443604,274.6464,11.1375,14.5694003057203,8.6936,0.464049828463288,21,hyderabad,37.8608388
2001-04-01,1,147.223175,275.772,11.1375,14.7130431084385,8.6936,0.463773406120436,22,mumbai,38.5646475
2001-05-01,1,148.194534,276.8976,11.1375,14.7201972096425,8.6936,0.463993758233453,22,bangalore,38.6109198
2001-06-01,1,146.251816,276.8976,11.1375,14.8142229700469,8.6936,0.46355034036502,22,hyderabad,39.1937352
2001-07-01,1,145.434875,278.0232,11.1375,14.8147200653365,8.6936,0.463360597827602,22,bangalore,39.7764975
2001-08-01,1,145.10611,278.0232,11.1375,14.8917156847847,8.6936,0.463283680311068,22,mumbai,39.875127
2001-09-01,1,142.411209,278.0232,11.1375,14.9720555642823,8.6936,0.462640797656264,22,bangalore,40.6835973
2001-10-01,1,141.150925,279.1488,11.1375,15.019385018502,8.6936,0.462332360580193,22,bangalore,41.3993625
2001-11-01,1,144.358902,279.1488,11.1375,15.0200790002395,8.6936,0.463107657463159,22,hyderabad,40.4369694
2001-12-01,1,141.908096,280.2744,11.1375,15.1387698061061,8.6936,0.462518275437041,22,hyderabad,41.5098912
2002-01-01,1,142.221924,280.2744,11.1375,15.2230846246316,8.6936,0.462594795521815,22,mumbai,41.4157428
2002-02-01,1,137.439835,280.2744,11.1375,15.2670369431833,8.6936,0.461393807103385,22,bangalore,42.8503695
2002-03-01,1,139.970352,280.2744,11.1375,15.3085886904403,8.6936,0.462038775746689,21,hyderabad,42.0912144
2002-04-01,1,140.094894,280.2744,11.1375,15.4941227711753,8.6936,0.462069962593859,21,bangalore,42.0538518
2002-05-01,1,137.564377,281.4,11.1375,15.5246188294549,8.6936,0.461426062244234,21,mumbai,43.1506869
2002-06-01,1,138.266739,282.5256,11.1375,15.5609294074224,8.6936,0.461606962678142,21,bangalore,43.2776583
2002-07-01,1,140.747437,282.5256,11.1375,15.6723583082214,8.6936,0.462232533346358,21,bangalore,42.5334489
2002-08-01,1,141.210709,282.5256,11.1375,15.673980263965,8.6936,0.462347106907872,21,hyderabad,42.3944673
2002-09-01,1,140.593018,282.5256,11.1375,15.6822762290827,8.6936,0.462194188296007,21,hyderabad,42.5797746
2002-10-01,1,143.158401,283.6512,11.1375,15.8572017787141,8.6936,0.462821288964445,21,mumbai,42.1478397
2002-11-01,1,143.576843,283.6512,11.1375,15.8901322068794,8.6936,0.462921607837993,21,bangalore,42.0223071
2002-12-01,1,142.421173,283.6512,11.1375,15.9079822519217,8.6936,0.462643216083079,21,hyderabad,42.3690081
2003-01-01,1,142.720047,283.6512,11.1375,16.0312812733697,9.7803,0.462715612452122,21,bangalore,42.2793459
2003-02-01,1,143.960403,284.7768,11.1375,16.0542737359012,9.7803,0.463013089577543,22,mumbai,42.2449191
2003-03-01,1,142.411209,284.7768,11.1375,16.1346071563927,9.7803,0.462640797656264,23,bangalore,42.7096773
2003-04-01,1,146.864517,284.7768,11.1375,16.1854392656683,9.7803,0.46369136149356,23,bangalore,41.3736849
2003-05-01,1,148.084946,287.028,11.1375,16.3620716464462,9.7803,0.463969032517641,23,hyderabad,41.6829162
2003-06-01,1,150.3116,287.028,11.1375,16.4110229284228,9.7803,0.464464846772419,23,hyderabad,41.01492
2003-07-01,1,153.923065,287.028,11.1375,16.4388755584154,9.7803,0.465240639205905,23,mumbai,39.9314805
2003-08-01,1,153.788559,289.2792,11.1375,16.4734508949668,9.7803,0.465212353263967,23,bangalore,40.6471923
2003-09-01,1,149.20076,289.2792,11.1375,16.5834241314939,9.7803,0.464219210911012,23,hyderabad,42.023532
2003-10-01,1,151.442352,289.2792,11.1375,16.6231626592057,9.7803,0.464711445922911,23,bangalore,41.3510544
2003-11-01,1,149.938004,289.2792,11.1375,16.6249092206715,9.7803,0.464382612163614,23,mumbai,41.8023588
2003-12-01,1,152.503387,290.4048,11.1375,16.6890267958746,9.7803,0.464939748469951,23,bangalore,41.3704239
2004-01-01,1,153.629166,291.5304,11.1375,16.8351289526844,9.7803,0.465178774051339,23,bangalore,41.3703702
2004-02-01,1,155.168396,293.7816,11.1375,16.8647278383451,9.7803,0.465500357968286,22,hyderabad,41.5839612
2004-03-01,1,155.915588,293.7816,11.1375,16.8876337725677,9.7803,0.465654333215375,22,hyderabad,41.3598036
2004-04-01,1,159.153458,293.7816,11.1375,16.9374513362629,9.7803,0.466305986017582,22,mumbai,40.3884426
2004-05-01,1,156.886948,293.7816,11.1375,17.0843350552732,9.7803,0.465852460251254,22,bangalore,41.0683956
2004-06-01,1,156.523315,294.9072,11.1375,17.1799650627346,9.7803,0.465778558767276,22,hyderabad,41.5151655
2004-07-01,1,152.767395,294.9072,11.1375,17.1839827124999,9.7803,0.464996096760407,22,bangalore,42.6419415
2004-08-01,1,156.523315,294.9072,11.1375,17.2240792436175,9.7803,0.465778558767276,22,mumbai,41.5151655
2004-09-01,1,156.229416,294.9072,11.1375,17.2725082931815,9.7803,0.465718595240324,22,bangalore,41.6033352
2004-10-01,1,159.377609,294.9072,11.1375,17.3141084545088,9.7803,0.466350184593231,22,bangalore,40.6588773
2004-11-01,1,155.761169,296.0328,11.1375,17.4414343379825,9.7803,0.465622624579409,22,hyderabad,42.0814893
2004-12-01,1,156.483459,296.0328,11.1375,17.4602004539483,9.7803,0.465770439338316,22,hyderabad,41.8648023
2005-01-01,1,156.807251,297.1584,11.1375,17.4958494782915,9.7803,0.465836290677696,23,mumbai,42.1053447
2005-02-01,1,156.070007,297.1584,11.1375,17.5967752768425,9.7803,0.465685983411101,24,bangalore,42.3265179
2005-03-01,1,154.725052,298.284,11.1375,17.6502968478473,9.7803,0.465408342901285,24,hyderabad,43.0676844
2005-04-01,1,152.030151,298.284,12.15,17.6519225274362,9.7803,0.464838288445046,24,bangalore,43.8761547
2005-05-01,1,150.436127,299.4096,12.15,17.6742288577555,9.7803,0.46449217289234,24,mumbai,44.6920419
2005-06-01,1,149.390045,299.4096,12.15,17.6838939332605,9.7803,0.464261306533913,24,bangalore,45.0058665
2005-07-01,1,148.194534,299.4096,12.15,17.6943518927742,9.7803,0.463993758233453,24,bangalore,45.3645198
2005-08-01,1,151.910599,301.6608,12.15,17.8357926698834,9.7803,0.464812563963492,24,hyderabad,44.9250603
2005-09-01,1,151.432388,301.6608,12.15,17.9233521637385,9.7803,0.464709287879584,24,hyderabad,45.0685236
2005-10-01,1,154.416214,302.7864,12.15,17.9333178741997,9.7803,0.465343953665674,24,mumbai,44.5110558
2005-11-01,1,172.254349,302.7864,12.15,18.0738190671591,9.7803,0.468708223607812,24,bangalore,39.1596153
2005-12-01,1,171.043884,302.7864,12.15,18.102448150996,9.7803,0.468500725009226,24,hyderabad,39.5227548
2006-01-01,1,172.244385,302.7864,12.15,18.2111466597113,9.7803,0.468706526732776,23,bangalore,39.1626045
2006-02-01,1,172.493454,303.912,12.15,18.2242833958519,9.7803,0.468748888207729,23,mumbai,39.4255638
2006-03-01,1,177.634186,303.912,12.15,18.2830904411346,10.867,0.46959830413736,23,bangalore,37.8833442
2006-04-01,1,176.971664,303.912,12.15,18.2892023554944,10.867,0.46949143506262,23,bangalore,38.0821008
2006-05-01,1,179.447388,305.0376,12.15,18.3341206091136,10.867,0.46988699316484,23,hyderabad,37.6770636
2006-06-01,1,185.235687,306.1632,12.15,18.3578296904198,10.867,0.470772969115664,23,hyderabad,36.2782539
2006-07-01,1,190.137314,307.2888,12.15,18.3838287952062,10.867,0.471483452710543,23,mumbai,35.1454458
2006-08-01,1,190.490997,308.4144,12.15,18.3877815111899,10.867,0.471533384728033,23,bangalore,35.3770209
2006-09-01,1,194.261856,308.4144,12.15,18.4208057214816,10.867,0.472055073220179,23,hyderabad,34.2457632
2006-10-01,1,196.812302,309.54,12.15,18.4287161761771,10.867,0.47239721348766,23,bangalore,33.8183094
2006-11-01,1,196.388885,310.6656,12.15,18.524745865058,10.867,0.472340993603386,23,mumbai,34.2830145
2006-12-01,1,192.613037,310.6656,12.15,18.530789411357,10.867,0.471829334938562,24,bangalore,35.4157689
2007-01-01,1,188.473557,311.7912,12.15,18.5362557856309,10.867,0.47124619831611,25,bangalore,36.9952929
2007-02-01,1,196.822266,312.9168,12.15,18.5932923744767,10.867,0.472398533721787,25,hyderabad,34.8283602
2007-03-01,1,195.327866,312.9168,12.15,18.6336231655269,10.867,0.472199103964066,25,hyderabad,35.2766802
2007-04-01,1,196.453644,315.168,12.15,18.6403186771549,10.867,0.47234960691528,25,mumbai,35.6143068
2007-05-01,1,197.360245,317.4192,12.15,18.797964120418,10.867,0.472469629153217,25,bangalore,36.0176865
2007-06-01,1,200.149796,317.4192,12.15,18.9531921057859,10.867,0.472832480311013,25,hyderabad,35.1808212
2007-07-01,1,200.991638,318.5448,12.15,18.99330528922,10.867,0.472940111648064,25,bangalore,35.2659486
2007-08-01,1,198.839706,320.796,12.15,18.9969395173529,10.867,0.472663268817158,25,mumbai,36.5868882
2007-09-01,1,203.561996,320.796,12.15,19.0216137008553,10.867,0.473263523509751,25,bangalore,35.1702012
2007-10-01,1,207.741333,320.796,12.15,19.0609816509019,10.867,0.473773193579333,25,bangalore,33.9164001
2007-11-01,1,212.095016,321.9216,12.15,19.0930621799051,10.867,0.474283863286112,25,hyderabad,32.9479752
2007-12-01,1,214.107468,321.9216,12.15,19.1018060688637,10.867,0.474513255031079,24,hyderabad,32.3442396
2008-01-01,1,211.437485,323.0472,12.15,19.1077066234732,10.867,0.474208016206875,24,mumbai,33.4829145
2008-02-01,1,201.375198,326.424,12.15,19.1437235790225,10.867,0.472988868341534,24,bangalore,37.5146406
2008-03-01,1,203.835968,327.5496,12.15,19.182229051243,10.867,0.473297540334739,24,hyderabad,37.1140896
2008-04-01,1,207.691528,327.5496,12.15,19.2220909134287,10.867,0.473767234288362,24,bangalore,35.9574216
2008-05-01,1,207.721405,328.6752,12.15,19.3385467694055,10.867,0.473770809469997,24,mumbai,36.2861385
2008-06-01,1,203.586899,328.6752,13.1625,19.3739017146453,10.867,0.473266619088687,24,bangalore,37.5264903
2008-07-01,1,202.321655,330.9264,13.1625,19.3916814447264,10.867,0.473108430013789,24,bangalore,38.5814235
2008-08-01,1,201.89325,330.9264,13.1625,19.4451820731952,10.867,0.473054442912323,24,hyderabad,38.709945
2008-09-01,1,206.725143,330.9264,13.1625,19.4542562337423,10.867,0.473651065496151,24,hyderabad,37.2603771
2008-10-01,1,206.540833,336.5544,13.1625,19.5428200817675,10.867,0.473628792731681,24,mumbai,39.0040701
2008-11-01,1,205.479813,336.5544,13.1625,19.5546719806193,10.867,0.47349983889976,25,bangalore,39.3223761
2008-12-01,1,207.741333,337.68,13.1625,19.6472649489997,10.867,0.473773193579333,26,hyderabad,38.9816001
2009-01-01,1,208.772476,337.68,13.1625,19.7069224425222,10.867,0.473895966920533,26,bangalore,38.6722572
2009-02-01,1,211.875839,337.68,13.1625,19.7123158701022,10.867,0.474258630540611,26,mumbai,37.7412483
2009-03-01,1,215.29303,337.68,13.1625,19.7237805498518,10.867,0.474646487151744,26,bangalore,36.716091
2009-04-01,1,213.131134,338.8056,13.1625,19.7611320824983,10.867,0.47440247975599,26,bangalore,37.7023398
2009-05-01,1,215.965515,339.9312,13.1625,19.8681261536735,11.9537,0.474721442940483,26,hyderabad,37.1897055
2009-06-01,1,215.078827,339.9312,13.1625,19.9558070644333,11.9537,0.474622518458002,26,hyderabad,37.4557119
2009-07-01,1,215.268127,339.9312,13.1625,19.9780994193296,11.9537,0.474643702904509,26,mumbai,37.3989219
2009-08-01,1,215.123657,341.0568,13.1625,19.9793216209396,11.9537,0.47462753855393,26,bangalore,37.7799429
2009-09-01,1,211.377701,341.0568,13.1625,20.0323908701582,11.9537,0.474201097847828,26,hyderabad,38.9037297
2009-10-01,1,213.190903,342.1824,13.1625,20.1290821808362,11.9537,0.474409288835338,26,bangalore,38.6974491
2009-11-01,1,207.855911,343.308,13.1625,20.15914289078,11.9537,0.473786892845573,25,mumbai,40.6356267
2009-12-01,1,210.4711,345.5592,13.1625,20.1863138196003,11.9537,0.474095726876156,25,bangalore,40.52643
2010-01-01,1,221.121185,345.5592,13.1625,20.2250006257437,11.9537,0.475281701019621,25,bangalore,37.3314045
2010-02-01,1,222.167267,345.5592,13.1625,20.245309814033,11.9537,0.475392359940599,25,hyderabad,37.0175799
2010-03-01,1,227.58197,347.8104,13.1625,20.2567977728365,11.9537,0.475949671152534,25,hyderabad,36.068529
2010-04-01,1,232.334152,348.936,13.1625,20.2645550665714,11.9537,0.476418397698449,25,mumbai,34.9805544
2010-05-01,1,231.342865,350.0616,13.1625,20.4354296574534,11.9537,0.476322137362364,25,bangalore,35.6156205
2010-06-01,1,234.755081,351.1872,13.1625,20.4392038878163,11.9537,0.476650227980474,25,hyderabad,34.9296357
2010-07-01,1,235.97551,351.1872,13.1625,20.504395970206,11.9537,0.476765377713536,25,bangalore,34.563507
2010-08-01,1,231.288071,351.1872,13.1625,20.6265048429805,11.9537,0.476316793587441,25,mumbai,35.9697387
2010-09-01,1,230.665405,352.3128,13.1625,20.8106168611686,11.9537,0.476255898318754,25,bangalore,36.4942185
2010-10-01,1,222.814835,352.3128,13.1625,20.8832099003014,11.9537,0.47546036724478,26,bangalore,38.8493895
2010-11-01,1,224.742615,352.3128,13.1625,21.0112882421293,11.9537,0.475660614830224,27,hyderabad,38.2710555
2010-12-01,1,218.530899,353.4384,14.175,21.1066756958199,11.9537,0.475003358135813,27,hyderabad,40.4722503
2011-01-01,1,202.929367,355.6896,14.175,21.2451177473665,11.9537,0.47318464312773,27,mumbai,45.8280699
2011-02-01,1,217.200882,355.6896,14.175,21.2848488271738,11.9537,0.474857989397697,27,bangalore,41.5466154
2011-03-01,1,224.787445,357.9408,14.175,21.3066932078348,11.9537,0.475665232657622,27,hyderabad,39.9460065
2011-04-01,1,218.949326,357.9408,14.175,21.5432306337934,11.9537,0.475048744555669,27,bangalore,41.6974422
2011-05-01,1,216.687805,357.9408,14.175,21.5697656814239,11.9537,0.474801457948202,27,mumbai,42.3758985
2011-06-01,1,213.813568,359.0664,14.175,21.6438311678372,11.9537,0.474480010009872,27,bangalore,43.5758496
2011-07-01,1,214.481079,359.0664,14.175,21.6571431156544,11.9537,0.474555391869777,27,bangalore,43.3755963
2011-08-01,1,193.788635,359.0664,14.175,21.6781163804742,11.9537,0.471990655985413,27,hyderabad,49.5833295
2011-09-01,1,201.156021,360.192,14.175,21.7690129310311,11.9537,0.472961028928497,27,hyderabad,47.7107937
2011-10-01,1,196.075058,360.192,14.175,22.0128880212737,13.0404,0.472299176715152,26,mumbai,49.2350826
2011-11-01,1,191.935577,361.3176,14.175,22.0746231573886,13.0404,0.471735523919693,26,bangalore,50.8146069
2011-12-01,1,190.779907,361.3176,14.175,22.0776099979208,13.0404,0.471574042695204,26,hyderabad,51.1613079
2012-01-01,1,183.552002,362.4432,14.175,22.0853128883573,13.0404,0.470520681966648,26,bangalore,53.6673594
2012-02-01,1,184.906921,362.4432,14.175,22.1275618612108,13.0404,0.470724045920968,26,mumbai,53.2608837
2012-03-01,1,180.299194,363.5688,14.175,22.1461370604699,13.0404,0.470020729075639,26,bangalore,54.9808818
2012-04-01,1,172.672775,363.5688,14.175,22.2057519517635,13.0404,0.468779316052549,26,bangalore,57.2688075
2012-05-01,1,172.020233,364.6944,14.175,22.3463688197637,13.0404,0.468668304818467,26,hyderabad,57.8022501
2012-06-01,1,169.997803,364.6944,14.175,22.4121044449707,13.0404,0.468319175742309,26,hyderabad,58.4089791
2012-07-01,1,172.18959,364.6944,14.175,22.4800011441027,13.0404,0.468697191822356,26,mumbai,57.751443
2012-08-01,1,184.239426,365.82,14.175,22.5116321498726,13.0404,0.470624211394183,26,bangalore,54.4741722
2012-09-01,1,182.535812,366.9456,14.175,22.5323896720278,13.0404,0.470366295063099,27,hyderabad,55.3229364
2012-10-01,1,182.889481,368.0712,14.175,22.6426980660572,13.0404,0.470420210134724,28,bangalore,55.5545157
2012-11-01,1,182.12236,368.0712,14.175,22.6677091362297,13.0404,0.470303016655721,28,mumbai,55.784652
2012-12-01,1,187.945541,368.0712,14.175,22.7712748463204,13.0404,0.471170074942914,28,bangalore,54.0376977
2013-01-01,1,189.923126,369.1968,14.175,22.7887372633551,13.0404,0.471453128971894,28,bangalore,53.7821022
2013-02-01,1,195.865845,370.3224,14.175,22.8260014839307,13.0404,0.472271229140942,28,hyderabad,52.3369665
2013-03-01,1,183.591858,371.448,14.175,22.8377455358136,13.0404,0.470526704399935,28,hyderabad,56.3568426
2013-04-01,1,181.459839,371.448,14.175,22.8498260123256,13.0404,0.470201053080273,28,mumbai,56.9964483
2013-05-01,1,191.432465,371.448,14.175,22.9427158492338,13.0404,0.471665450375326,28,bangalore,54.0046605
2013-06-01,1,189.74379,371.448,14.175,22.9531450652968,13.0404,0.471427689768713,28,hyderabad,54.511263
2013-07-01,1,181.828461,372.5736,14.175,23.0298926153399,13.0404,0.470257871136728,28,bangalore,57.2235417
2013-08-01,1,176.304169,372.5736,14.175,23.2390741781995,13.0404,0.46938300129003,28,mumbai,58.8808293
2013-09-01,1,177.031448,374.8248,15.1875,23.3419565922032,13.0404,0.469501109438251,27,bangalore,59.3380056
2013-10-01,1,171.108643,375.9504,15.1875,23.3728719922801,13.0404,0.468511895682835,27,bangalore,61.4525271
2013-11-01,1,169.828445,377.076,15.1875,23.5610653678432,13.0404,0.468289586335999,27,hyderabad,62.1742665
2013-12-01,1,167.940521,378.2016,15.1875,23.5933055420375,13.0404,0.467955955723067,27,hyderabad,63.0783237
2014-01-01,1,174.730072,379.3272,15.1875,23.6233239095028,13.0404,0.469124213193667,27,mumbai,61.3791384
2014-02-01,1,173.654099,379.3272,15.1875,23.6452089283062,13.0404,0.468944786904232,27,bangalore,61.7019303
2014-03-01,1,168.767426,379.3272,15.1875,23.6880173084838,13.0404,0.468102945010154,27,hyderabad,63.1679322
2014-04-01,1,170.530807,379.3272,15.1875,23.8793873018607,13.0404,0.468411940293161,27,bangalore,62.6389179
2014-05-01,1,174.351486,379.3272,15.1875,24.005026385337,13.0404,0.469061318132264,27,mumbai,61.4927142
2014-06-01,1,169.240646,380.4528,15.1875,24.0250502808444,13.0404,0.468186458733804,27,bangalore,63.3636462
2014-07-01,1,170.535797,380.4528,15.1875,24.0362305416549,13.0404,0.468412806191081,27,bangalore,62.9751009
2014-08-01,1,183.621735,380.4528,15.1875,24.1081656191093,13.0404,0.470531217344905,28,hyderabad,59.0493195
2014-09-01,1,182.859604,380.4528,15.1875,24.2163110037581,14.1271,0.470415663123084,29,hyderabad,59.2779588
2014-10-01,1,185.160965,382.704,15.1875,24.2637195058241,14.1271,0.47076186420625,29,mumbai,59.2629105
2014-11-01,1,189.260605,383.8296,15.1875,24.2745078934927,14.1271,0.471358922732874,29,bangalore,58.3706985
2014-12-01,1,193.868332,384.9552,15.1875,24.2877752760503,14.1271,0.472001525532184,29,hyderabad,57.3260604
2015-01-01,1,193.64418,386.0808,15.1875,24.366309881274,14.1271,0.471970932833678,29,bangalore,57.730986
2015-02-01,1,194.037704,386.0808,15.1875,24.5067324441309,14.1271,0.472024597491855,29,mumbai,57.6129288
2015-03-01,1,194.222015,386.0808,15.1875,24.5305322783561,14.1271,0.472049661286858,29,bangalore,57.5576355
2015-04-01,1,203.337845,386.0808,15.1875,24.6508141728068,14.1271,0.473235628015167,29,bangalore,54.8228865
2015-05-01,1,202.486038,387.2064,15.1875,24.6606080373901,14.1271,0.473129087982834,29,hyderabad,55.4161086
2015-06-01,1,205.434982,387.2064,15.1875,24.8987974586157,14.1271,0.473494362472162,29,hyderabad,54.5314254
2015-07-01,1,202.779938,387.2064,15.1875,24.9032092185465,14.1271,0.473165943327835,29,mumbai,55.3279386
2015-08-01,1,207.432495,387.2064,16.2,24.9039456666885,14.1271,0.473736196629925,28,bangalore,53.9321715
2015-09-01,1,203.736343,389.4576,16.2,24.940306856951,14.1271,0.473285180746636,28,hyderabad,55.7163771
2015-10-01,1,203.552032,389.4576,16.2,24.9794447101096,14.1271,0.473262284729307,28,bangalore,55.7716704
2015-11-01,1,200.97171,390.5832,16.2,25.0049017516297,14.1271,0.472937573665689,28,mumbai,56.883447
2015-12-01,1,203.203339,390.5832,16.2,25.1109628799098,14.1271,0.473218860839421,28,bangalore,56.2139583
2016-01-01,1,205.514679,392.8344,16.2,25.2487596239622,14.1271,0.473504096467133,28,bangalore,56.1959163
2016-02-01,1,204.737595,392.8344,16.2,25.3097101590892,14.1271,0.473408879246923,28,hyderabad,56.4290415
2016-03-01,1,223.611847,393.96,16.2,25.3928457196932,14.1271,0.475543554808618,28,hyderabad,51.1044459
2016-04-01,1,218.879593,393.96,16.2,25.4731988748126,14.1271,0.475041192125033,28,mumbai,52.5241221
2016-05-01,1,218.994156,393.96,16.2,25.4985702157924,14.1271,0.475053597454332,28,bangalore,52.4897532
2016-06-01,1,213.07135,393.96,16.2,25.51912868408,14.1271,0.474395665341995,28,hyderabad,54.266595
2016-07-01,1,210.665375,397.3368,16.2,25.6097020872528,14.1271,0.474118379157868,29,bangalore,56.0014275
2016-08-01,1,208.533371,398.4624,16.2,25.6167912622554,14.1271,0.473867600292321,30,mumbai,56.9787087
2016-09-01,1,208.453659,399.588,16.2,25.6434753179875,14.1271,0.473858129816336,30,bangalore,57.3403023
2016-10-01,1,199.791138,399.588,16.2,25.6837679629017,14.1271,0.472786364565844,30,bangalore,59.9390586
2016-11-01,1,197.434967,400.7136,16.2,25.7040205097549,14.1271,0.472479474917188,30,hyderabad,60.9835899
2016-12-01,1,196.777435,404.0904,16.2,25.7496973944964,14.1271,0.472392592601306,30,hyderabad,62.1938895
2017-01-01,1,198.057632,404.0904,16.2,25.7765705408939,14.1271,0.472561247494913,30,mumbai,61.8098304
2017-02-01,1,196.817276,404.0904,16.2,25.796228278284,14.1271,0.472397872560507,30,bangalore,62.1819372
2017-03-01,1,197.111176,405.216,16.2,25.8117996751544,14.1271,0.472436759572268,30,hyderabad,62.4314472
2017-04-01,1,203.392639,407.4672,16.2,25.9266707118446,14.1271,0.473242452478793,30,bangalore,61.2223683
2017-05-01,1,200.956772,407.4672,16.2,26.0420483135692,14.1271,0.472935670885558,30,mumbai,61.9531284
2017-06-01,1,191.053879,407.4672,16.2,26.100712320081,14.1271,0.471612491311509,30,bangalore,64.9239963
2017-07-01,1,187.263092,407.4672,16.2,26.1611748642048,14.1271,0.471071087986496,29,bangalore,66.0612324
2017-08-01,1,187.292984,408.5928,16.2,26.1796132968819,14.1271,0.471075437954088,29,hyderabad,66.3899448
2017-09-01,1,184.613022,410.844,16.2,26.1808246221382,14.1271,0.470680172375295,29,hyderabad,67.8692934
2017-10-01,1,188.68277,410.844,16.2,26.3060540209518,14.1271,0.471276249199669,29,mumbai,66.648369
2017-11-01,1,185.943039,411.9696,16.2,26.4228783586703,14.1271,0.47087767677644,29,bangalore,67.8079683
2017-12-01,1,183.238174,411.9696,16.2,26.4583379686418,14.1271,0.470473174920496,29,hyderabad,68.6194278
2018-01-01,1,186.406296,411.9696,16.2,26.5026636544334,15.2138,0.47094584600785,29,bangalore,67.6689912
2018-02-01,1,187.970444,414.2208,16.2,26.5515191173627,15.2138,0.471173674231156,29,mumbai,67.8751068
2018-03-01,1,188.832214,415.3464,16.2,26.7300286588778,15.2138,0.471297676568383,29,bangalore,67.9542558
2018-04-01,1,191.556992,415.3464,17.2125,26.7777693963748,15.2138,0.471682826858777,29,bangalore,67.1368224
2018-05-01,1,188.433701,416.472,17.2125,26.7841353785923,15.2138,0.471240466358396,29,hyderabad,68.4114897
2018-06-01,1,186.202072,416.472,17.2125,26.8149191467601,15.2138,0.47091583339602,30,hyderabad,69.0809784
2018-07-01,1,186.072556,416.472,17.2125,27.0472521550535,15.2138,0.470896767666457,31,mumbai,69.1198332
2018-08-01,1,192.697723,418.7232,17.2125,27.0568594098906,15.2138,0.471841018031332,31,bangalore,67.8076431
2018-09-01,1,187.387619,418.7232,17.2125,27.0725702385422,15.2138,0.471089200881831,31,hyderabad,69.4006743
2018-10-01,1,187.586884,418.7232,17.2125,27.0818470906938,15.2138,0.471118137546419,31,bangalore,69.3408948
2018-11-01,1,195.885773,419.8488,17.2125,27.0868174793652,15.2138,0.472273893638789,31,mumbai,67.1889081
2018-12-01,1,193.151016,419.8488,17.2125,27.095198070907,15.2138,0.471903388937976,31,bangalore,68.0093352
2019-01-01,1,195.362732,420.9744,17.2125,27.1136387409193,15.2138,0.472203789709207,31,bangalore,67.6835004
2019-02-01,1,193.444916,420.9744,17.2125,27.1440972931431,15.2138,0.471943680710772,31,hyderabad,68.2588452
2019-03-01,1,189.738815,422.1,17.2125,27.2218227015417,15.2138,0.471426983407749,31,hyderabad,69.7083555
2019-04-01,1,194.187134,424.3512,17.2125,27.2335304573857,15.2138,0.472044921390173,31,mumbai,69.0492198
2019-05-01,1,192.588135,424.3512,17.2125,27.2525637251395,15.2138,0.471825897669161,31,bangalore,69.5289195
2019-06-01,1,193.823502,424.3512,17.2125,27.2899782471584,15.2138,0.471995412390735,30,hyderabad,69.1583094
2019-07-01,1,194.695236,425.4768,17.2125,27.4588533157528,15.2138,0.472113807711833,30,bangalore,69.2344692
2019-08-01,1,193.290497,425.4768,17.2125,27.6316176848822,15.2138,0.471922525291786,30,mumbai,69.6558909
2019-09-01,1,194.799835,425.4768,17.2125,27.8015290989205,15.2138,0.472127946684979,30,bangalore,69.2030895
2019-10-01,1,200.040207,426.6024,17.2125,27.8252817070225,15.2138,0.472818406100926,30,bangalore,67.9686579
2019-11-01,1,200.627991,426.6024,17.2125,27.8379600946268,15.2138,0.472893723393628,30,hyderabad,67.7923227
2019-12-01,1,202.61554,426.6024,17.2125,27.9309435624299,15.2138,0.473145340128045,30,hyderabad,67.196058
2020-01-01,1,202.097488,427.728,17.2125,27.9492124562055,15.2138,0.473080207759747,30,mumbai,67.6891536
2020-02-01,1,201.250656,428.8536,17.2125,27.979774856213,15.2138,0.472973056308696,30,bangalore,68.2808832
2020-03-01,1,203.233231,428.8536,17.2125,28.0106737625692,15.2138,0.473222588915453,30,hyderabad,67.6861107
2020-04-01,1,207.024017,428.8536,17.2125,28.1263153497027,16.3005,0.473687102777357,30,bangalore,66.5488749
2020-05-01,1,209.235733,429.9792,18.225,28.1648364526822,16.3005,0.473950751326701,31,mumbai,66.2230401
2020-06-01,1,209.972977,429.9792,18.225,28.207702605624,16.3005,0.47403746462486,32,bangalore,66.0018669
2020-07-01,1,210.89949,431.1048,18.225,28.2488147243311,16.3005,0.474145624164876,32,bangalore,66.061593
2020-08-01,1,212.229507,434.4816,18.225,28.261971093145,16.3005,0.474299322082715,32,hyderabad,66.6756279
2020-09-01,1,210.929382,435.6072,18.225,28.4446935472412,16.3005,0.474149098701358,32,hyderabad,67.4033454
2020-10-01,1,208.473587,435.6072,18.225,28.457181163672,16.3005,0.473860498078799,32,mumbai,68.1400839
2020-11-01,1,210.256912,436.7328,18.225,28.542329254594,16.3005,0.474070706756595,32,bangalore,67.9427664
2020-12-01,1,206.227005,437.8584,18.225,28.6166196244137,16.3005,0.473590781722276,32,hyderabad,69.4894185
2021-01-01,1,204.398865,438.984,18.225,28.6981621239453,16.3005,0.473367159665244,32,bangalore,70.3755405
2021-02-01,1,201.559509,438.984,18.225,28.7293522324603,16.3005,0.473012234811824,32,mumbai,71.2273473
2021-03-01,1,204.10994,438.984,18.225,28.8717605011427,16.3005,0.473331470710488,32,bangalore,70.462218
